DATE,TEAM,NAME,POS,CASE,CATEGORY,DESCRIPTION,OUTCOME,Found
6/4/2005,Washington,Sean Taylor,S,Arrested,"Gun, assault",Accused of assault and pointing a gun in a confrontation over his all-terrain vehicles in Miami.,"Pleaded no contest to two misdemeanors, 18 months of probation, $1,000 to schools.",1
5/29/2005,Indianapolis,Mike Doss,S,Arrested,Gun,"Accused of firing a gun outside a restaurant in Akron, Ohio.","Pleaded guilty to carrying a concealed weapon and discharging a gun in city limits, 40 hours community service.",1
5/12/2005,Tennessee,Tyrone Calico,WR,Cited,Sex,Accused of having sex with a woman in the back seat of his Escalade in Nashville.,Charge dropped.,1
5/6/2005,Seattle,Koren Robinson,WR,Arrested,DUI,"Pulled over in Seattle suburb, accused of drunk driving. Blood-alcohol of .191","Pleaded guilty, two years probation, one day in jail, fined $2, 137.",1
4/25/2005,Green Bay,Ahman Green,RB,Arrested,Domestic violence,"Accused of domestic abuse in argument with his wife, who called the authorities on him in Ledgeview, Wisc.","Diversion program, 100 hours community service, violence counseling.",1
3/18/2005,Jacksonville,Tommy Hendricks,LB,Arrested,Violating court order,"In Clay County, Fla., accused of violating restraining order by calling his ex-wife.",Team released him a week later.,1
3/14/2005,Tennessee,Brad Hopkins,OT,Arrested,Domestic violence,"Accused of assaulting his wife in Williamson County, Tenn.","Pleaded guilty, one year probation, $10,000 donation to charity, anger management course, one-game suspension.",1
3/4/2005,Arizona,Larry Ned,RB,Arrested,Theft,Accused of stealing another traveler's computer at an airport security checkpoint in Phoenix.,Released by team immediately.,1
3/1/2005,Tampa Bay,Dwight Smith,S,Arrested,Gun,"Accused of pulling a pellet gun on fans who approached him in the drive-thru line at a McDonald's in Hillsborough County, Fla. Charged with aggravated assault.",Charge dropped.,1
2/17/2005,Tennessee,Tank Williams,S,Arrested,DUI,"Pulled over in Nashville after police said he failed to fully stop at stop sign, accused of drunken driving.","Pleaded guilty to reckless endangerment, required to complete alcohol safety program.",1
2/14/2005,Tennessee,Samari Rolle,CB,Arrested,Domestic violence,"In Valentine's Day dispute with his wife near Nashville, he was accused of assaulting here. She was treated for a cut above her eye.","Diversion program, $10,000 donation to battered women, counseling and probation.",1
2/4/2005,New York Giants,Frank Walker,CB,Arrested,"Gun, stolen possession","Accused of possesing a stolen vehicle in Atlanta, where police said they also found a gun for which he had a permit.","Charges dropped, described as a misunderstanding by Walker.",1
1/21/2005,Chicago,David Terrell,WR,Arrested,Violating court order,"Handcuffed, accused of showing up four hours later to his court date on license and traffic violations in Chicago.","Pleaded guilty to driving on a suspended license, six months of probation, $1,050 fine.",1
1/1/2005,Denver,Willie Middlebrooks,CB,Arrested,Domestic violence,Accused of beating up his girlfriend after his girlfriend called police and said he struck her and choked her at home near Denver.,"Pleaded guilty to misdemeanor assault, nine months of domestic violence classes, 18-month deferred sentence.",1
1/1/2005,Indianapolis,Montae Reagor,DT,Surrendered,Harassment,Accused of harassing and making threatening calls to former girlfriend in Denver area.,Resolution undetermined.,1
12/20/2004,Oakland,Marques Anderson,S,Arrested,Alcohol,"Briefly jailed in downtown Oakland after allegedly refusing to leave a woman's car around 4 a.m., accused of being drunk in public.",Charges dropped.,1
12/20/2004,Oakland,Charles Woodson,S,Arrested,Alcohol,"Briefly jailed in downtown Oakland after allegedly refusing to leave a woman's car around 4 a.m., accused of being drunk in public.",Charges dropped.,1
12/15/2004,Carolina,Todd Sauerbrun,P,Arrested,DUI,"Pulled over in Charlotte, accused of speeding and drunk driving.","Pleaded guilty to driving while impaired, $100 fine, one year of probation, 30-day driving ban in state.",1
12/4/2004,Tampa Bay,Torrie Cox,CB,Arrested,DUI,"Pulled over in Tampa about 3 a.m., accused of drunk driving.","Pleaded guilty to reckless driving, probation, benched.",1
12/3/2004,Houston,Bryan Pittman,C,Arrested,DUI,Accused of driving while intoxicated in Houston.,Acquitted.,1
11/17/2004,Arizona,Joshua Rue,RB,Arrested,Domestic violence,"Accused of pushing his wife and throwing a coat hanger at her in Tempe, Ariz.",Cut by team within a week.,1
11/16/2004,Chicago,David Terrell,WR,Arrested,Reckless driving,"Pulled over in Chicago, accused of reckless driving, driving with a suspended license and failure to yield.","Pleaded guilty to driving on a suspended license, six months of probation, $1,050 fine.",1
10/28/2004,Washington,Sean Taylor,S,Arrested,DUI,"Pulled over for speeding, accused of drunk driving and refusing to take a breath test in Fairfax County, Va.",Acquitted.,1
10/22/2004,Carolina,Jarrod Cooper,S,Arrested,False information,"Pulled over in Charlotte, accused of providing false information to police.",Resolution undetermined. Team released him within a week.,1
10/19/2004,Miami,David Boston,WR,Arrested,Assault,"Accused of punching an airline ticket agent who wouldn't let him board a plane at an airport in Burlington, Vt.","Pleaded no contest, fined $500 and $211 in restitution.",1
10/5/2004,Cincinnati,Justin Smith,DE,Arrested,DUI,"Pulled over for weaving near Dayton, Ohio, accused of drunk driving. Blood-alcohol content measured at .152.","Pleaded guilty, three-day weekend intervention, $300 fine, $94 in court costs.",1
9/20/2004,Kansas City,Eric Warfield,CB,Arrested,DUI,"Pulled over in Overland Park, Kan., accused of drunk driving, his third DUI arrest. Blood-alcohol measured at .189. T","Pleaded no contest to felony, 80 days of house arrest, 10 days in jail, $1,500 fine, suspended four games.",1
7/18/2004,New England,Marquise Walker,WR,Arrested,DUI,"Accused of drunk driving in Tampa, Fla., after rear-ending another car. Blood-alcohol measured at .179.",Team released him within a week.,1
6/29/2004,Miami,Randy McMichael,TE,Arrested,Domestic violence,"In Fort Lauderdale, Fla., he was accused of hitting his wife, who was six months pregnant.",Charge dropped.,1
6/27/2004,Arizona,Wendell Bryant,DT,Arrested,DUI,"Pulled over in Madison, Wisc., accused of several traffic violations and drunk driving.","Pleaded no contest, $660 in fines and court costs, driver''s license suspended for six months, suspended four games.",1
6/27/2004,Jacksonville,Chris Naeole,OG,Arrested,Disorderly conduct,"Accused of getting into a shoving match with employees at a bar in Jacksonville Beach, he was subdued by police using a Taser.",Charge dropped.,1
6/27/2004,Washington,Kevin Ware,TE,Arrested,Public intoxication,Accused of being drunk outside of dance club in Houston.,Cut by team within a week.,1
6/3/2004,Kansas City,Cliff Crosby,CB,Arrested,Disorderly conduct,"Accused of screaming and swearing at police in Erie, Penn., after being stuck in traffic.","Pleaded guilty to disorderly conduct, $125.50 in costs, 25 hours of community service.",1
6/2/2004,Denver,Sam Brandon,S,Arrested,Domestic violence,Accused of misdemeanor child abuse and criminal mischief in domestic dispute near Denver.,Charges dropped.,1
5/6/2004,Houston,Marcus Coleman,S,Arrested,DUI,"Accused of hitting a curb with his Mercedes, failing a sobriety test and drunk driving in Houston.","Found guilty by jury, three days in jail, $2,000 fine and a one-year suspension of his driver's license.",1
4/20/2004,Baltimore,Corey Fuller,CB,Arrested,"Gambling, gun","Accused of hosting lucrative card games at his house in Tallahassee, Fla., where police raid found him carrying a holstered gun.",Acquitted by jury. He had a permit for the gun.,1
4/17/2004,New England,Ty Law,CB,Arrested,Resisting arrest,Police tried to stop his Rolls-Royce for a lane violation in Miami before he sped away.,Charge dropped.,1
4/11/2004,Tampa Bay,Ellis Wyms,DT,Arrested,Criminal mischief,"Accused of kicking in door of limousine in Tampa, causing more than $1,000 in damage in argument with driver.","Diversion program, paid $1,400 for damage, in exchange for dropping charge.",1
4/3/2004,Indianapolis,Joseph Jefferson,CB,Arrested,DUI,Accused of drunk driving after driving his Chevrolet Impala into a ditch in Indiana. Blood-alcohol measured at .15.,"Pleaded guilty, sentenced to 30 days in jail before he sought a new attorney and new trial.",1
3/15/2004,Green Bay,Joe Johnson,DE,Arrested,Violating court order,"Accused of contempt of court in Tift County, Ga., after not showing up for a hearing on marijuana charge from May 2003.","Resolution undetermined. Bond doubled to $3,375 after hearing with the judge.",1
3/2/2004,New York Giants,David Tyree,WR,Arrested,Drugs,"Pulled over for speeding in in Fort Lee, N.J., accused of having a half pound of marijuana in his car with intent to distribute.","Pleaded to a reduced charge, probation, treatment, night in jail.",1
2/25/2004,Baltimore,Jamal Lewis,RB,Indicted,Drugs,Federal indictment accused him of drug dealing and cocaine possession in Atlanta.,"Pleaded guilty to using a cell phone to set up a drug deal, sentenced to four months in prison, suspended two games.",1
2/15/2004,Tennessee,Jason Gesser,QB,Arrested,DUI,"Pulled over in Honululu, Hawaii, for running a red light, accused of drunk driving.","Pleaded guilty, 14 hours of alcohol abuse classes, $150 fine, $307 in court fees, 30-day license suspension.",1
2/2/2004,Cincinnati,Levi Jones,OT,Arrested,Obstruction,Accused of trying to take a baton from a police officer in a melee outside a club in Houston.,Charge dropped.,1
1/14/2004,San Francisco,Jeff Garcia,QB,Arrested,DUI,"Pulled over in San Jose, accused of drunk driving. Blood-alcohol measured at .219.","Pleaded guilty, three years of probation, $1,491 fine, eight days of community service.",1
12/5/2003,Kansas City,Larry Johnson,RB,Charged,"Domestic violence, gun","Accused of brandishing a gun during a dispute with his girlfriend in Johnson County, Kan., felony aggravated assault.","Diversion program, 120 hours of community service in exchange for dropping the case. Anger-management class.",1
12/2/2003,Cincinnati,James Lynch,FB,Arrested,Public intoxication,"Accused of public urination, resisting arrest, eluding police and driving with a suspended license in Covington, Ky. Police used chemical irritant to subdue him.","Pleaded guilty to disorderly conduct, two years of probation, 10 days in jail.",1
11/17/2003,Indianapolis,Joseph Jefferson,CB,Arrested,"DUI, gun","Accused of drunken driving in Bowling Green, Ky., after police saw him driving in a parking lot. He also had a gun on the passenger seat.",Pleaded guilty to driving with a suspended license.,1
10/26/2003,Jacksonville,T.J. Slaughter,LB,Arrested,"Assault, gun","Accused of aggravated assault after two teens said he pointed a gun at them on a highway in verbal dispute in Jacksonville, Fla. Police found the gun in his car.",Diversion program. Released by team a day later.,1
10/21/2003,New England,Kenyatta Jones,OT,Arrested,Assault,"Accused of throwing a cup of hot water on his house guest in Walpole, Mass.","Pleaded no contest, one year of probation. Team released him five days later.",1
10/7/2003,Chicago,Rabih Abdullah,RB,Arrested,DUI,"Police said his SUV rolled over and gave him a concussion, accused him of drunk driving in Chicago.","Pleaded guilty to DUI, sentenced to one year of probation, #1,344 fines and costs.",1
10/1/2003,New York Jets,John Abraham,DE,Arrested,DUI,"Accused of refusing a sobriety test, drunk driving after crashing Hummer into fire hydrant in Baldwin, N.Y.","Pleaded guilty to reduced charge of driving while impaired, fined $330, benched by team for one game.",1
9/20/2003,Oakland,Sebastian Janikowski,K,Arrested,"Assault, alcohol","Accused of misdemeanor assault, vandalism and public drunkenness after fight at supper club in Walnut Creek, Calif.",Charges dropped for lack of evidence.,1
9/16/2003,Carolina,Jarrod Cooper,S,Arrested,"DUI, drugs","Pulled over for speeding in Charlotte, accused of drunk driving, possession of a controlled substance (Xanax) without a prescription.","Pleaded guilty to driving while impaired, one year deferred sentence, one year probation, four-game NFL suspension.",1
9/14/2003,San Diego,Matt Wilhelm,LB,Arrested,DUI,Police suspected him of drunk driving in San Diego. He acknowledged making a mistake.,"Found guilty, five years probation, $1,700 fine, 180-day suspended jail sentence.",1
8/21/2003,San Diego,Leonardo Carson,DT,Arrested,"Burglary, assault","On leave from team to attend his grandfather's funeral, he was accused of breaking into a woman's apartment and assaulting her in Mobile, Ala.","Pleaded guilty, sentenced to 30 days in jail.",1
8/18/2003,Baltimore,Chris McAlister,CB,Arrested,DUI,"Accused of drunk driving in Fairfax County, Va., forcing him to miss team practice.",Charge dropped for lack of evidence.,1
7/18/2003,Denver,Daryl Gardener,DT,Arrested,Disorderly conduct,"Accused of fighting with another customer during long wait to be seated at restaurant in Aurora, Colo. Gardener tore ligament in wrist.",Resolution undetermined.,1
7/18/2003,Denver,Russell Newman,DT,Arrested,Disorderly conduct,"Accused of fighting with another customer during long wait to be seated at restaurant in Aurora, Colo.",Resolution undetermined.,1
7/18/2003,Miami,Justin Seaverns,LB,Arrested,Harassment,"Accused of making harassing phone calls to his former girlfriend in Kernersville, N.C.","Pleaded no contest in September 2003, paid $100 in court costs.",1
7/15/2003,Seattle,Wayne Hunter,OT,Arrested,Domestic violence,"In Bellevue, Wash., accused of assaulting his pregnant girlfriend, who had been carrying for eight months.",Diversion program. Domestic-violence counseling.,1
7/4/2003,Denver,Dwayne Carswell,TE,Arrested,Domestic violence,Accused of choking and biting his girlfriend outside a nightclub in Atlanta and also obstructing police.,"Pleaded guilty to batter, one year of probation, one-game NFL suspension.",1
6/24/2003,Arizona,Dennis McKinley,FB,Arrested,Drugs,"Accused in Phoenix of heading a drug-trafficking ring, buying marijuana from Mexico and storing it at a warehouse he rented.","Convicted by jury, sentence of 2.5 years in prison, $180,000 in fines. Cut by team hours after arrest.",1
5/31/2003,Tampa Bay,Michael Pittman,RB,Arrested,Domestic violence,"Police said he rammed his Hummer into his wife's Mercedes, which was carrying his 2-year-old child and a babysitter in Phoenix.","Pleaded guilty to felony endangerment, 14 days in jail.",1
5/25/2003,Washington,Jermaine Haley,DT,Arrested,DUI,"Pulled over in Miami, accused of drunk driving and property damage after hitting another car with his Land Rover.","Pleaded no contest to reduced charge of reckless driving, one year probation, ordered to donate $3,000.",1
5/22/2003,New York Giants,Keith Hamilton,DT,Arrested,Drugs,"Pulled over for window-tint violation in Morris County, N.J., accused of cocaine and marijuana possession.","Pleaded guilty to cocaine possession, three years of probation, 1,000 community service, retired from NFL.",1
5/22/2003,Green Bay,Joe Johnson,DE,Arrested,Drugs,"Pulled over in Tift County, Ga., after police saw his hazard lights flashing in a turn lane, accused of marijuana possession.",Resolution undetermined. He later failed to show up for court on the charge.,1
5/22/2003,Tennessee,Steve McNair,QB,Arrested,"DUI, gun","Pulled over in Nashville, accused of drunk driving. Police also found pistol in his Lincoln Navigator.",Charges dropped after the judge said police didn't have sufficient reason to stop him.,1
5/3/2003,Houston,Ramon Walker,S,Arrested,Alcohol,Accused of public intoxication and trespassing at a nightclub in Houston after he and a friend denied entry around midnight.,Resolution undetermined.,1
4/27/2003,Washington,Bruce Smith,DE,Arrested,DUI,"Pulled over for speeding in Virginia Beach, Va., accused of drunk driving and failing a sobriety test. Blood-alcohol measured at .07.",Acquitted by judge.,1
4/26/2003,Tampa Bay,Kenyatta Walker,OT,Arrested,Disorderly conduct,Accused of getting into argument with club staff after being told to leave in Tampa.,Resolution undetermined.,1
4/16/2003,Tampa Bay,Dwight Smith,S,Arrested,Gun,"Accused of flashing a gun at another motorist in Clearwater, Fla., during traffic dispute.","Pleaded guilty to brandishing gun, 25 hours of community service, one year of probation, $225 fine.",1
4/3/2003,Seattle,Jerramy Stevens,TE,Arrested,DUI,"Pulled over in Medina, Wash., for rolling through a stop sign, accused of drunk driving. Blood-alcohol measured at .14.","Pleaded guilty to reckless driving, two days in jail, 25 hours of community service, $1,000 fine.",1
3/29/2003,Baltimore,Terrell Suggs,LB,Charged,Assault,Accused of felony aggravated assault after a fight near Phoenix stadium. Suggs claimed he was hit over the head with an iron rod.,Acquitted by jury. He had a permit for the gun.,1
3/15/2003,Pittsburgh,Jason Gildon,LB,Arrested,Trespassing,Accused of refusing to leave club in Pittsburgh after being told they didn't meet the dress code.,"Diversion program, 60 hours of community service.",1
3/13/2003,Kansas City,Eric Warfield,CB,Arrested,DUI,"Accused of failing to maintain a single lane and drunk driving in Overland Park, Kan.","Pleaded no contest, 175 days of parole, two days in jail, three days under house arrest.",1
2/14/2003,Dallas,Peppi Zellner,DE,Arrested,Drugs,"Accused of cocaine possession, intent to distribute, after police in Monroe County, Ga., said they saw a package thrown from his car.",Charge dropped after his brother took responsibility.,1
2/1/2003,Seattle,Koren Robinson,WR,Arrested,Disorderly conduct,"Accused of being unruly and failing to disperse after being told to leave the street outside a crowded nightclub in Durham, N.C.",Resolution undetermined.,1
1/14/2003,Dallas,Dwayne Goodrich,CB,Charged,Manslaughter,Accused killing two people in hit-and-run accident while speeding in BMW in Dallas. The victims had been trying to help pull another driver from a burning car.,"Convicted, sentenced to 7.5 years in prison, released on parole in 2011.",1
1/4/2003,Chicago,Damon Moore,S,Arrested,DUI,"Accused of driving wrong way on highway ramp in Columbus, Ohio, drunk driving, causing minor accident. Blood-alcohol measured at .18.","Found guilty, community service, released from team in April 2003.",1
12/28/2002,Denver,John Mobley,LB,Arrested,DUI,Accused of speeding and driving drunk south of Denver. He failed a sobriety test.,"Convicted, sentenced to seven days in jail, 100 hours of public service, two years probation.",1
11/28/2002,Carolina,Lamar Smith,RB,Arrested,DUI,"Pulled over by a state trooper in Mecklenburg County, N.C., accused of driving while impaired, speeding and reckless driving.",Resolution undetermined. Team placed him on paid leave the next day and released him in March 2003.,1
11/22/2002,Carolina,Steve Smith,WR,Arrested,Assault,Accused of striking teammate Anthony Bright in a team film meeting in Charlotte. Bright ended up on the hospital and required facial surgery.,"Diversion program, anger counseling, one-game suspension by team.",1
11/20/2002,Carolina,Chris Terry,OT,Arrested,Failure to appear,Accused of failing to appear in court as scheduled on domestic violence charge in Charlotte from July 2002.,Guilty. Team released him within hours.,1
10/21/2002,Tampa Bay,Cosey Coleman,OG,Arrested,Domestic violence,Accused of misdemeanor battery after allegedly slapping and dragging his girlfriend outside day-care center in Tampa.,Diversion program.,1
10/18/2002,Chicago,Bryan Robinson,DE,Arrested,DUI,"Pulled over at 2:30 a.m. in suburban Chicago, accused of driving with a suspended license, drunk driving and refusing a breath test, his second DUI arrest since June.","Pleaded guilty, 360 hours of community service, alochol treatment, 18 months probation.",1
10/2/2002,Oakland,Sebastian Janikowski,K,Arrested,DUI,"Pulled over in Oakland, accused of drunk driving. Blood-alcohol measured at .20.","Pleaded no contest to misdemeanor DUI, three years of probation, $1,292 fine, DUI school.",1
9/25/2002,Kansas City,Lew Bush,LB,Arrested,DUI,"Pulled over and ticketed for straddling a lane, accused of drunk driving, refusing sobriety test in Kansas City.","Guilty, driver''s license suspended.",1
9/23/2002,Dallas,Deveren Johnson,WR,Arrested,Breach of peace,"Accused of pushing past security at airport, saying he was worried about missing early flight in Connecticut.",Resolution undetermined.,1
8/31/2002,Kansas City,Willie Roaf,OT,Arrested,DUI,"Pulled over, accused of drunk driving in Wyandotte County, Kan.",Diversion program.,1
8/25/2002,Oakland,Darrell Russell,DT,Arrested,DUI,"Pulled over for speeding in Nevada, accused of drunk driving and failing a sobriety test after visiting a brothel.","Pleaded guilty, ordered to attend DUI school, 48 hours of community service.",1
7/25/2002,Carolina,Chris Terry,OT,Arrested,Domestic violence,"Accused of assault by his wife, who told police he pushed her up against a wall in Charlotte.","Diversion program, counseling and community service in exchange for deferred prosecution.",1
7/18/2002,Miami,Derrick Rodgers,LB,Arrested,Domestic violence,Accused of attacking his wife and another man at a Miami restaurant after suspecting they were involved in an affair.,"Pleaded no contest, 26 domestic violence classes, 100 hours of community service, one-game suspension.",1
7/12/2002,Pittsburgh,Marvel Smith,OT,Arrested,Drugs,"Accused of marijuana possession at a hotel room in Tempe, Ariz., after police were called about the smell.",Charge dropped.,1
7/8/2002,Green Bay,Najeh Davenport,RB,Arrested,Burglary,Accused of breaking into a woman's dorm room at Barry University in Miami and defecating in her laundry basket.,Diversion program. Charge dropped in exchange for community service.,1
7/6/2002,New York Jets,Aaron Beasley,CB,Charged,Battery,Accused of simple battery in bar fight in Jacksonville.,Dropped.,1
7/6/2002,San Francisco,Mike Rumph,CB,Arrested,DUI,"Pulled over after police said he ran stop signs in his Escalade, accused of drunk driving in Miami.",Acquitted.,1
6/23/2002,Chicago,Bryan Robinson,DE,Arrested,DUI,"Accused of drunk driving in Lake County, Ill.","Pleaded guilty, driver's license suspended.",1
6/18/2002,Miami,Ricky Williams,RB,Cited,License,"Pulled over in Fort Lauderdale, accused of acting incoherently and driving his Hummer with expired tags, no license or proof of insurance. Handcuffed and ticketed.",Guilty on traffic tickets.,1
6/13/2002,Chicago,David Terrell,WR,Arrested,Battery,Accused of getting into an altercation with a parking valet at a Chicago nightclub. He believed his car was stolen.,Charge dropped.,1
6/12/2002,Indianapolis,Joseph Jefferson,CB,Arrested,Gun,"Police spotted a gun in his car and accused of him carrying a firearm without a license in Marion County, Ind.",Resolution undetermined.,1
6/9/2002,New England,Chris Sullivan,DE,Arrested,DUI,"Police in Lexington, Mass., found Sullivan in a parking lot, where they determined he had been driving drunk after team Super Bowl ring party.",Resolution undetermined. Team cut him the next month.,1
5/24/2002,San Francisco,Jeremy Newberry,C,Arrested,Assault,"Accused of hitting a woman several times in the face on a boat in Lake Berryessa, Calif. His sister was also accused of joining in.",Charge dropped.,1
5/18/2002,San Francisco,Vinny Sutherland,WR,Arrested,DUI,"Accused of a hit-and-run accident and drunk driving in Santa Clara County, Calif. Two teammates suffered minor injuries in the wreck.","Pleaded no contest, sentenced to 20 days in Santa Clara County jail. It was his second DUI in 10 months.",1
5/11/2002,Pittsburgh,Plaxico Burress,WR,Arrested,Public intoxication,"Accused of being drunk in public and causing disturbances in Virginia Beach, Va.",Deferred disposition. Charged dropped if he stays clean for a year.,1
3/27/2002,Indianapolis,Dominic Rhodes,RB,Arrested,Domestic violence,Accused of hitting and shoving his live-in girlfriend in Indiana.,"Diversion program, $150 fee, counseling and treatment.",1
3/13/2002,Arizona,David Boston,WR,Arrested,"DUI, drugs",Accused in Phoenix of driving under the influence of cocaine and marijuana after testing positive for those drugs. He was arrested at his home after two people called 911.,"Pleaded no contest to misdemeanors, suspended sentence.",1
2/24/2002,Miami,Ricky Williams,RB,Arrested,Reckless driving,"Pulled over, arrested and accused of driving 126 mph on Interstate 10 in Louisiana.","Pleaded to a reduced charge of speeding, $500 fine.",1
2/21/2002,Arizona,Yusuf Scott,OG,Indicted,Leaving scene.,"Accused of leaving the scene of an accident with injuries on Jan. 7 in Phoenix. He allegedly said he was moving his car out of traffic, then left.","Pleaded guilty to driving with an invalid license, probation.",1
2/9/2002,New England,Kevin Faulk,RB,Arrested,Resisting arrest,"Accused of using inappropriate language after trying to remove barricade so he could drive past it in Lafayette, La.",Resolution undetermined.,1
2/8/2002,Carolina,Jarrod Cooper,S,Arrested,DUI,"Accused of drunk driving, losing control of his car in a single-car accident in Charlotte. Blood-alcohol measured at .18.","Pleaded no contest, one year of probation, 90-day suspended sentence, $800 fine.",1
2/4/2002,San Diego,Leonardo Carson,DT,Arrested,"Assault, gun","Accused of pulling a gun at a car repair shop in Mobile, Ala. Shop employee said Carson threatened him in argument over repairs.",Charge dropped.,1
2/1/2002,Oakland,Darrell Russell,DT,Arrested,Sexual assault,"Accused of drugging a woman and filming her rape by two associates in Alameda, Calif.",Charges dropped for lack of evidence.,1
1/20/2002,Carolina,Muhsin Muhammad,WR,Arrested,"Drugs, gun","Pulled over for speeding in Scotland County, N.C., accused of marijuana possession and carrying a concealed weapon.","Pleaded guilty, 30-day suspended sentence, $150 fine, one year of probation.",1
1/19/2002,San Diego,Jeff Graham,WR,Arrested,Gun,"Accused of carrying a concealed weapon in Dayton, Ohio, after police searched his truck. He was parked and talking on the phone when police approached.",Charge dropped.,1
12/27/2001,New England,Bobby Hamilton,DE,Arrested,Domestic violence,"Accused of domestic assault in dispute with his wife, who showed no sign of injury, according to police in Cumberland, R.I.",Charge dropped.,1
12/24/2001,Pittsburgh,Plaxico Burress,WR,Cited,Alcohol,Cited for carrying an open container of alcohol (beer) in the Cleveland warehouse district.,"Pleaded no contest, $50 fine, $100 court costs.",1
12/18/2001,Kansas City,Eric Warfield,CB,Arrested,DUI,"Pulled over after police saw him weaving in traffic, accused of drunk driving in Lenexa, Kan.","Diversion program, later revoked when he was arrested again in 2003.",1
12/9/2001,Cincinnati,Neil Rackers,K,Charged,Assault,"Accused of choking man at a sports bar in Covington, Ky., after the man allegedly insulted Rackers' wife and mother.",Diversion program. Charge dropped in exchange for confidential settlement with victim.,1
11/20/2001,Philadelphia,Damon Moore,S,Charged,Animal abuse,"Accused of abandoning Rottweiler puppy in a field in Voorhees, N.J., three days after buying it. He found the dog to be too much trouble.","Pleaded guilty, 15 hours of community service and animal center, $2,000 fine.",1
11/16/2001,Philadelphia,Terrence Carroll,S,Arrested,Drugs,"Police caught him smoking marijuana in the back of a car, accused of misdemeanor drug possession in Philadelphia.","Diversion program, one month of probation, 10 hours of community service, substance-abuse class.",1
11/11/2001,Jacksonville,Jimmy Smith,WR,Arrested,DUI,"Pulled over for speeding in Jacksonville, accused of drunk driving. Tests later showed cocained in his system. Blood-alcohol measured below limit at .05.",Charge dropped.,1
10/25/2001,Arizona,Ray Thompson,LB,Arrested,DUI,"Accused of drunken driving after crash in Gilbert, Ariz.",Resolution undetermined. Team fined and deactivated him after missing practice due to accident.,1
10/14/2001,New York Jets,Damien Robinson,S,Arrested,Gun,"Pulled over outside Giants stadium in East Rutherford, N.J., where bomb-sniffing dog helped lead police to an assault rifle in his trunk. He had permit for the gun in New York.","Charge dropped. Team fined him $30,000.",1
9/14/2001,San Francisco,Vinny Sutherland,WR,Arrested,DUI,"Pulled over on Highway 101 in Bay Area, Calif., accused of drunk driving.","Pleaded guilty to reduced charge of reckless driving, rehab, two years of probation.",1
9/4/2001,Baltimore,Cornell Brown,LB,Arrested,Drugs,Complaints from neighbors led police to find marijuana and drug paraphernalia at his home in Baltimore County.,Charge dropped. Team cut him the next day but later re-signed him.,1
9/2/2001,Denver,Eddie Kennison,WR,Arrested,Disorderly conduct,Accused of inciting a riot at Louisiana nightclub after dispute with bouncer who denied him entry to club because he wasn't properly dressed.,Charges dropped.,1
8/31/2001,Cincinnati,Vaughn Booker,DE,Arrested,Domestic violence,Accused of pushing wife in argument at the couple's home near Cincinnati.,Charge dropped.,1
8/26/2001,Cincinnati,Tom Barndt,DT,Arrested,DUI,"Pulled over in Covington, Ky., accused of drunk driving.",Resolution undetermined. Team released him the next week.,1
7/21/2001,Jacksonville,R. Jay Soward,WR,Arrested,Disorderly conduct,"Accused of being intoxicated at theme park in Orlando, swearing at security guards.","Pleaded no contest, $361 in fines and costs.",1
7/17/2001,Jacksonville,Stacey Mack,RB,Arrested,Solicitation,"Accused of offering $15 to undercover police officer for oral sex in Jacksonville, Fla.","Pleaded no contest, $300 fine.",1
7/14/2001,Chicago,Paul Edinger,K,Arrested,DUI,"Accused of drunk driving and crashing into mailboxes in Punta Gorda, Fla.",Pleaded guilty to a reduced charge of reckless driving.,1
7/4/2001,Miami,Ben Kelly,CB,Arrested,DUI,"Accused of bumping into a parked police car, drunk driving and refusing breath test in Miami.",Acquitted by jury.,1
6/23/2001,Arizona,Michael Pittman,RB,Arrested,Domestic violence,"Accused of breaking sliding glass door and criminal trespass in dispute with his wife in Tempe, Ariz. It was the second domestic incident for him in two weeks.","Pleaded guilty, three years of probation, five days in jail, suspended one game.",1
6/16/2001,Tampa Bay,Alex Ardley,CB,Charged,DUI,"Accused of drunk driving and crashing Deuce McAllister's SUV into a house in Tallahassee, Fla.","Pleaded guilty to a reduced charge, 150 hours of community service, released by team the next day.",1
6/15/2001,Baltimore,Chris McAlister,CB,Arrested,Disorderly conduct,"Accused of disturbing the peace, verbal abuse and pushing a flight attendant in dispute over seating arrangments at Las Vegas airport.",Resolution undetermined.,1
6/10/2001,Arizona,Michael Pittman,RB,Arrested,Domestic violence,"Accused of getting into a heated argument with his wife, who locked herself in a car to get away from him in Tempe, Ariz.","Diversion program, anger management.",1
5/23/2001,Kansas City,Victor Riley,OT,Arrested,Domestic violence,"Accused of ramming his vehicle into another vehicle occupied by his wife and baby daughter, leaving the scene of an accident in Overland Park, Kan.","Diversion program, suspended one game.",1
5/16/2001,New England,Terry Glenn,WR,Arrested,Domestic violence,"Accused of assaulting the mother of his child in Walpole, Mass.",Charge dropped after the mother recanted.,1
5/14/2001,New York Giants,Jeremiah Parker,DE,Charged,"Manslaughter, child abuse","Accused of child abuse in the case of the 4-year-old son of his girlfriend in Haledon, N.J. The boy went unconscious and died after being shaken. The mother also was accused.","Convicted of endangering a child, acquitted of manslaughter, sentenced to 10 years in prison.",1
